   0.00000000      0.999999940       1.00000000       1.00000000    
   19.5312500      0.999809206      0.999809325      0.999809325    
   39.0625000      0.999237835      0.999237895      0.999237895    
   58.5937500      0.998287261      0.998287380      0.998287737    
   78.1250000      0.996960878      0.996960819      0.996962130    
   97.6562500      0.995262444      0.995262504      0.995265484    
   117.187500      0.993197322      0.993197441      0.993203402    
   136.718750      0.990771711      0.990771770      0.990783036    
   156.250000      0.987993062      0.987993121      0.988011956    
   175.781250      0.984869421      0.984869480      0.984899521    
   195.312500      0.981410086      0.981410027      0.981455386    
   214.843750      0.977624834      0.977624893      0.977690518    
   234.375000      0.973524451      0.973524451      0.973616302    
   253.906250      0.969120204      0.969120145      0.969245076    
   273.437500      0.964423954      0.964423954      0.964589655    
   292.968750      0.959448278      0.959448278      0.959663451    
   312.500000      0.954205751      0.954205751      0.954479992    
   332.031250      0.948709548      0.948709607      0.949053407    
   351.562500      0.942973137      0.942973256      0.943397880    
   371.093750      0.937009990      0.937010050      0.937527716    
   390.625000      0.930833638      0.930833578      0.931457341    
   410.156250      0.924457729      0.924457610      0.925201118    
   429.687500      0.917895734      0.917895734      0.918773293    
   449.218750      0.911161363      0.911161244      0.912188053    
   468.750000      0.904267609      0.904267550      0.905458927    
   488.281250      0.897227705      0.897227585      0.898599684    
   507.812500      0.890054345      0.890054345      0.891623497    
   527.343750      0.882760108      0.882759988      0.884543240    
   546.875000      0.875357032      0.875356972      0.877371192    
   566.406250      0.867857039      0.867856920      0.870119393    
   585.937500      0.860271275      0.860271156      0.862799346    
   605.468750      0.852610886      0.852610767      0.855422199    
   625.000000      0.844886243      0.844886124      0.847998321    
   644.531250      0.837107539      0.837107420      0.840537846    
   664.062500      0.829284191      0.829284072      0.833050191    
   683.593750      0.821425438      0.821425319      0.825544536    
   703.125000      0.813540041      0.813539863      0.818029225    
   722.656250      0.805635989      0.805635870      0.810512245    
   742.187500      0.797721267      0.797721148      0.803001165    
   761.718750      0.789803088      0.789802969      0.795503020    
   781.250000      0.781888306      0.781888127      0.788024426    
   800.781250      0.773983359      0.773983121      0.780571222    
   820.312500      0.766094208      0.766093969      0.773149312    
   839.843750      0.758226514      0.758226216      0.765763819    
   859.375000      0.750385404      0.750385165      0.758419514    
   878.906250      0.742575765      0.742575467      0.751120806    
   898.437500      0.734802008      0.734801769      0.743871808    
   917.968750      0.727068245      0.727068007      0.736676157    
   937.500000      0.719378233      0.719377995      0.729537189    
   957.031250      0.711735547      0.711735189      0.722457945    
   976.562500      0.704143107      0.704142869      0.715441108    
   996.093750      0.696603954      0.696603596      0.708489239    
   1015.62500      0.689120531      0.689120293      0.701604247    
   1035.15625      0.681695282      0.681694925      0.694788218    
   1054.68750      0.674330175      0.674329817      0.688042760    
   1074.21875      0.667027116      0.667026818      0.681369364    
   1093.75000      0.659787774      0.659787416      0.674769223    
   1113.28125      0.652613461      0.652613103      0.668243289    
   1132.81250      0.645505548      0.645505130      0.661792636    
   1152.34375      0.638464928      0.638464630      0.655417740    
   1171.87500      0.631492674      0.631492317      0.649119258    
   1191.40625      0.624589503      0.624589145      0.642897606    
   1210.93750      0.617755890      0.617755473      0.636752903    
   1230.46875      0.610992432      0.610991955      0.630685389    
   1250.00000      0.604299247      0.604298890      0.624695063    
   1269.53125      0.597676873      0.597676456      0.618781805    
   1289.06250      0.591125250      0.591124833      0.612945557    
   1308.59375      0.584644377      0.584644020      0.607185960    
   1328.12500      0.578234196      0.578233898      0.601502717    
   1347.65625      0.571894646      0.571894288      0.595895350    
   1367.18750      0.565625489      0.565625072      0.590363443    
   1386.71875      0.559426308      0.559426010      0.584906459    
   1406.25000      0.553296924      0.553296506      0.579523802    
   1425.78125      0.547236741      0.547236264      0.574214816    
   1445.31250      0.541245341      0.541244924      0.568978786    
   1464.84375      0.535322249      0.535321832      0.563815117    
   1484.37500      0.529466867      0.529466450      0.558722913    
   1503.90625      0.523678660      0.523678124      0.553701520    
   1523.43750      0.517956853      0.517956376      0.548750103    
   1542.96875      0.512300909      0.512300491      0.543867767    
   1562.50000      0.506710112      0.506709695      0.539053679    
   1582.03125      0.501183748      0.501183271      0.534307063    
   1601.56250      0.495721042      0.495720625      0.529626966    
   1621.09375      0.490321279      0.490320832      0.525012493    
   1640.62500      0.484983683      0.484983265      0.520462811    
   1660.15625      0.479707509      0.479707092      0.515977025    
   1679.68750      0.474491954      0.474491477      0.511554122    
   1699.21875      0.469336122      0.469335616      0.507193267    
   1718.75000      0.464239240      0.464238822      0.502893567    
   1738.28125      0.459200561      0.459200114      0.498654127    
   1757.81250      0.454219282      0.454218745      0.494473934    
   1777.34375      0.449294418      0.449293941      0.490352184    
   1796.87500      0.444425315      0.444424868      0.486287951    
   1816.40625      0.439611077      0.439610630      0.482280314    
   1835.93750      0.434850991      0.434850454      0.478328407    
   1855.46875      0.430144042      0.430143565      0.474431306    
   1875.00000      0.425489545      0.425489008      0.470588237    
   1894.53125      0.420886666      0.420886189      0.466798246    
   1914.06250      0.416334599      0.416334093      0.463060468    
   1933.59375      0.411832541      0.411832064      0.459374070    
   1953.12500      0.407379717      0.407379180      0.455738306    
   1972.65625      0.402975291      0.402974814      0.452152163    
   1992.18750      0.398618579      0.398618042      0.448614955    
   2011.71875      0.394308716      0.394308150      0.445125878    
   2031.25000      0.390044898      0.390044332      0.441684037    
   2050.78125      0.385826498      0.385825932      0.438288689    
   2070.31250      0.381652683      0.381652117      0.434939116    
   2089.84375      0.377522737      0.377522171      0.431634486    
   2109.37500      0.373435885      0.373435318      0.428374022    
